X;Y;ID;NOMBRE;DIRECCION;PISO_DPTO;CP;CPA;BARRIO;COMUNA;DIAS_Y_HOR;TELEFONOS;EMAIL;WEB;ACTIVIDAD;DEPENDE;PUBLICO;SECTOR;ACTIV
-34.65085372411284;-58.38738408152793;1601;LA CALESITA DE ANTONIO;IRIARTE, GRAL. AV. Y LUZURIAGA;;;;BARRACAS;COMUNA 4;LUNES A VIERNES DE 13:00 A 21:00. SABADOS Y DOMINGOS DE 9:00 A 21:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.56657227371708;-58.46428038920521;1602;CALESITA ESTACION BELGRANO R;JURAMENTO 3200;;1428;C1428DOD;BELGRANO;COMUNA 13;MARTES A DOMINGOS DE 15:30 A 19:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.55359237801511;-58.434657085459236;1603;CALESITA DE LA PLAZA REPUBLICA DE MEXICO;LA PAMPA Y FIGUEROA ALCORTA, PRES. AV.;;;;BELGRANO;COMUNA 13;SABADOS Y DOMINGOS DE 10:30 A 18:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.61906789586292;-58.43453882195535;1604;CALESITA DE PARQUE RIVADAVIA;ROSARIO Y BEAUCHEF;;;;CABALLITO;COMUNA 6;TODOS LOS DIAS DE 11:00 A 20:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.61589602244332;-58.45850003258574;1605;CALESITA JOSE DE PLAZA IRLANDA;NEUQUEN Y ALVAREZ, DONATO, TTE. GRAL.;;;;CABALLITO;COMUNA 6;TODOS LOS DIAS DE 10:00 A 20:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.618227299274096;-58.44240442969176;1606;CALESITA ESTACION CABALLITO;ROJAS Y BACACAY;;;;CABALLITO;COMUNA 6;LUNES A VIERNES DE 15:00 A 19:00. SABADOS Y DOMINGOS DE 11:00 A 19:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.604955640970964;-58.43797755079021;1607;LA CALESITA DE CARLITOS;GALLARDO, ANGEL AV. Y PATRICIAS ARGENTINAS AV.;;;;CABALLITO;COMUNA 6;TODOS LOS DIAS DE 10:30 A 12:30 Y DE 14:30 A 20:30.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.58988639649578;-58.44951805512299;1608;LA CALESITA DE PARQUE LOS ANDES;ARENAL, CONCEPCION Y CORRIENTES AV.;;;;CHACARITA;COMUNA 15;SABADOS, DOMINGOS Y FERIADOS DE 10:00 A 20:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.619605430762796;-58.50556285387042;1609;CALESITA DEL PARQUE INFANTIL DON JOSE;ALVAREZ JONTE AV. 4767;;1407;C1407GPB;MONTE CASTRO;COMUNA 10;TODOS LOS DIAS DE 15:00 A 21:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.57334651599395;-58.44669586898212;1610;LA CALESITA DE COLEGIALES;LACROZE, FEDERICO AV. 2782;;1426;C1426CQN;COLEGIALES;COMUNA 13;TODOS LOS DIAS DE 14:00 A 21:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.62097956984098;-58.39149125484081;1611;CALESITA EL PATO;ENTRE RIOS AV. 1056;;1080;C1080ABR;CONSTITUCION;COMUNA 1;TODOS LOS DIAS DE 16:00A 20:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.61755159794786;-58.468400738833054;1612;CALESITA PEKAS;GAONA AV. 3036;;1416;C1416DSS;FLORES;COMUNA 7;TODOS LOS DIAS DE 15:00 A 21:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.632884816945754;-58.45499356386128;1613;CALESITA DE LA PLAZA MISERICORDIA;LAUTARO Y BILBAO, FRANCISCO;;1406;;FLORES;COMUNA 7;TODOS LOS DIAS DESDE LAS 10:00 HASTA QUE OSCUREZCA.;;;;CALESITA;NONE;NIÑOS;NONE;
-34.628023629740504;-58.464644464584026;1614;CALESITA DE LA PLAZA GENERAL PUEYRREDON;YERBAL Y ARTIGAS, JOSE GERVASIO, GRAL.;;1406;;FLORES;COMUNA 7;MARTES, JUEVES, SABADOS Y DOMINGOS DE 10:00 A 23:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.63295758474616;-58.48346838143463;1615;CALESITA DE LA ESTACION FLORESTA;SEGUROLA AV. Y FLORES, VENANCIO, GRAL.;;1407;;FLORESTA;COMUNA 10;TODOS LOS DIAS DE 10:00 A 20:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.64029060754913;-58.51079154641194;1616;LA CALESITA DE DON LUIS;FALCON, RAMON L.,CNEL. AV. 5990;;1408;C1408DRL;LINIERS;COMUNA 9;TODOS LOS DIAS DESDE LAS 13:00 HASTA QUE OSCUREZCA.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.66012977082441;-58.50310903317779;1617;CALESITA EL GATO DEL POLIDEPORTIVO NUEVA CHICAGO;DIRECTORIO AV. Y DE LA TORRE, LISANDRO AV.;;;;MATADEROS;COMUNA 9;SABADOS Y DOMINGOS DESDE LAS 14:00 HASTA QUE OSCUREZCA.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.65555745506965;-58.50719814284025;1618;CALESITA MI SUEÑO DE LA PLAZA SALABERRY;ALBERDI, JUAN BAUTISTA AV. Y PILAR;;;;MATADEROS;COMUNA 9;LUNES A VIERNES DESDE LAS 12:00 HASTA QUE OSCUREZCA. SABADOS Y DOMINGOS DESDE LAS 10:00 HASTA QUE OSCUREZCA.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.610025546283964;-58.38756634996354;1620;CARROUSEL DE LOS NIÑOS DE LA PLAZA DEL CONGRESO;YRIGOYEN, HIPOLITO Y SAENZ PE�A, LUIS, PRES.;;;;MONSERRAT;COMUNA 1;TODOS LOS DIAS DE 9:00 A 22:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.65201120645721;-58.416373636419046;1621;CALESITA PEDRITO DE LA PLAZA POMPEYA;TRAFUL Y SAENZ AV.;;;;NUEVA POMPEYA;COMUNA 4;TODOS LOS DIAS DE 10:00 A 20:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.54752686408046;-58.467688159567786;1622;CALESITA DE LA PLAZA BALCARCE;VUELTA DE OBLIGADO Y JARAMILLO;;;;NUÑEZ;COMUNA 13;TODOS LOS DIAS DE 10:00 A 19:00, EN INVIERNO. TODOS LOS DIAS DE 10:00 A 21:00, EN VERANO.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.574977406222054;-58.41540605827809;1623;CALESITA DEL JARDIN ZOOLOGICO;DEL LIBERTADOR AV. Y SARMIENTO AV.;;;;PALERMO;COMUNA 14;MARTES A DOMINGOS DE 10:00 A 18:30.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.591558448022674;-58.419148023537495;1624;CALESITA DE LA PLAZA UNION LATINOAMERICANA;COSTA RICA Y MEDRANO;;;;PALERMO;COMUNA 14;TODOS LOS DIAS DE 15:00 A 21:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.57579408924014;-58.41316366653954;1625;CALESITA DEL PARQUE 3 DE FEBRERO;DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA;;;;PALERMO;COMUNA 14;TODOS LOS DIAS DESDE LAS 11:00 HASTA QUE OSCUREZCA.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.58345608670673;-58.406177631880254;1626;LA CALESITA DE PEDRITO DE PARQUE LAS HERAS;DIAZ, CNEL. AV. Y LAS HERAS GENERAL AV.;;;;PALERMO;COMUNA 14;TODOS LOS DIAS DESDE LAS 12:00 HASTA QUE OSCUREZCA.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.5889187773175;-58.42425481175195;1627;CALESITA DE LA PLAZA CAMPAÑA DEL DESIERTO;MALABIA Y NICARAGUA;;;;PALERMO;COMUNA 14;TODOS LOS DIAS DE 15:00 A 20:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.57654746598353;-58.404877668580816;1628;QUEEN CARROUSEL;FIGUEROA ALCORTA, PRES. AV. Y SALGUERO, JERONIMO;;;;PALERMO;COMUNA 14;DOMINGOS A JUEVES DE 10:00 A 23:00. VIERNES, SABADOS Y VISPERAS DE FERIADO DE 10:00 A 1:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.56355859235987;-58.43664740894285;1629;CALESITA JUAN CARLOS DE LA PLAZA REPUBLICA DE BOLIVIA;DEL LIBERTADOR AV. Y OLLEROS AV.;;;;PALERMO;COMUNA 14;LUNES A VIERNES DESDE LAS 15:00 HASTA QUE OSCUREZCA. SABADOS Y DOMINGOS DESDE LAS 10:00 HASTA QUE OSCUREZCA.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.6412975520066;-58.47992772490574;1630;CALESITA DE PARQUE AVELLANEDA;DIRECTORIO AV. Y LACARRA;;1407;;PARQUE AVELLANEDA;COMUNA 9;LUNES A VIERNES DESDE LAS 12:00 HASTA QUE OSCUREZCA. SABADOS Y DOMINGOS DESDE LAS 10:00 HASTA QUE OSCUREZCA.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.63631225491894;-58.444080485516956;1631;LA CALESITA DE TATIN DEL PQUE. CHACABUCO;ASAMBLEA AV. Y MIRO;;;;PARQUE CHACABUCO;COMUNA 7;TODOS LOS DIAS DE 10:00 A 12:00 Y DE 14:00 A 19:30.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.63771516336781;-58.40905792536908;1632;LA CALESITA DE PARQUE PATRICIOS;CASEROS AV. Y PEPIRI;;;;PARQUE PATRICIOS;COMUNA 4;LUNES A VIERNES DESDE LAS 15:00 HASTA QUE OSCUREZCA. SABADOS Y DOMINGOS DESDE LAS 10:00 HASTA QUE OSCUREZCA.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.58881169005791;-58.39742301636523;1633;LA CALESITA DE DANIEL DE LA PLAZA TTE. GRAL. EMILIO MITRE;CANTILO Y PACHECO DE MELO, JOSE ANDRES;;;;RECOLETA;COMUNA 2;TODOS LOS DIAS DE 11:00 A 13:00 Y DE 14:30 A 19:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.58960424917146;-58.38355303377619;1634;CARROUSEL CLASICO;POSADAS Y LIBERTAD;;;;RETIRO;COMUNA 1;TODOS LOS DIAS DE 10:00 A 23:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.551705020296325;-58.47854319109241;1635;CALESITA DEL PARQUE SAAVEDRA;GARCIA DEL RIO Y CONDE;;;;SAAVEDRA;COMUNA 12;TODOS LOS DIAS DE 10:00 A 12:00 Y DE 14:00 A 19:30.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.55490346316543;-58.48666346869009;1636;CALESITA PLAZA ESTE DE LA ESTACION SAAVEDRA;BALBIN, RICARDO, DR. AV. Y PLAZA;;;;SAAVEDRA;COMUNA 12;TODOS LOS DIAS DESDE LAS 12:00 HASTA QUE OSCUREZCA.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.62556256668609;-58.40877279033286;1637;CALESITA DE LA PLAZA MARTIN FIERRO;BARCALA Y URQUIZA, GRAL.;;;;SAN CRISTOBAL;COMUNA 3;LUNES A VIERNES DE 14:00 A 19:00. SABADOS Y DOMINGOS DE 10:00 A 19:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.62810922651791;-58.37080090050895;1638;CALESITA DE PARQUE LEZAMA;DEFENSA Y FINOCHIETTO ENRIQUE DR.;;;;SAN TELMO;COMUNA 1;TODOS LOS DIAS DE 10:00 A 12:00 Y DE 14:00 A 19:30.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.6063929582235;-58.493159933979996;1639;CALESITA DE LA ALEGRIA DE LA PLAZA ARISTOBULO DEL VALLE;CAMPANA Y SASTRE, MARCOS;;;;VILLA DEL PARQUE;COMUNA 11;TODOS LOS DIAS DE 10:00 A 20:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.600385646996116;-58.51197824988713;1640;LA CALESITA DE DEVOTO;NUEVA YORK 4050;;1419;C1419HDR;VILLA DEVOTO;COMUNA 11;TODOS LOS DIAS DESDE LAS 15:00 HASTA QUE ANOCHEZCA.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.60962642851226;-58.46731409297437;1641;LA CALESITA DE PASCUALITO DE LA PLAZA SAENZ PEÑA;LAMAS, ANDRES Y ESCALADA DE SAN MARTIN, R.;;1416;;VILLA GRAL. MITRE;COMUNA 11;LUNES A VIERNES DE 14:00 A 19:00. SABADOS Y DOMINGOS DE 11:00 A 19:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.683610660163936;-58.465238198470516;1642;CALESITA STELLA MARIS;SOLDADO DE LA FRONTERA AV. Y OLASCOAGA, MANUEL JOSE, CNEL.;;;;VILLA LUGANO;COMUNA 8;TODOS LOS DIAS DESDE LAS 15:00 HASTA QUE OSCUREZCA.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.67688804379392;-58.47575975358671;1643;CALESITA A LOS SUEÑOS DE LOS NIÑOS DE LA PLAZA UNIDAD NACIONAL;MURGUIONDO Y GALLO, DELFIN;;;;VILLA LUGANO;COMUNA 8;TODOS LOS DIAS DE 10:00 A 20:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.58071785840545;-58.46186380858626;1644;CALESITA DE LA PLAZA 25 DE AGOSTO;CHARLONE Y 14 DE JULIO;;1427;;VILLA ORTUZAR;COMUNA 15;TODOS LOS DIAS DE 10:00 A 13:00 Y DE 14:30 A 21:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.61439934290232;-58.52551880323664;1645;LA CALESITA DE LEONARDO;BEIRO, FRANCISCO AV. 5340;;1419;C1419IAP;VILLA REAL;COMUNA 10;;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.68756423096593;-58.47533902543694;1646;CALESITA EL CAPRICHO;FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y PIEDRA BUENA AV.;;;;VILLA RIACHUELO;COMUNA 8;;;;;CALESITA;NONE;NONE;NONE;
-34.586825530873284;-58.41632323563808;1647;EL ESCONDITE;GUEMES 3877;LOCAL 5;1425;C1425BKS;PALERMO;COMUNA 14;LUNES A VIERNES DE 11:30 A 20:00. SABADOS DE 11:00 A 14:00.;15-5037-7696;ELESCONDITEPABLO@HOTMAIL.COM;HTTPS://WWW.FACEBOOK.COM/PAGES/LIBRERIA-EL-ESCONDITE/367494999984567;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.61067823371211;-58.39747773339757;1648;LA CALESITA DE LA PLAZA 1 DE MAYO;YRIGOYEN, HIPOLITO Y PASCO;;;;BALVANERA;COMUNA 3;TODOS LOS DIAS DE 11:00 A 21:00.;;;;CALESITA;NONE;NIÑOS;PRIVADO;
-34.60658210463708;-58.38910756930174;1649;LIBROS FRIEDENTHAL;PERON, JUAN DOMINGO, TTE. GENERAL 1597;;1037;C1037ACC;SAN NICOLAS;COMUNA 1;;4375-0030;INFO@LIBROSFRIEDENTHAL.COM;WWW.LIBROSFRIEDENTHAL.COM;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.602793628768545;-58.38601676572912;1650;LIBRERIA EL FORO;LAVALLE 1362;PB DPTO 6;1048;C1048AAH;SAN NICOLAS;COMUNA 1;LUNES A VIERNES DE 10:30 A 19:30.;4382-0987;ELFORO@LIBRERIA-ELFORO.COM;WWW.LIBRERIA-ELFORO.COM;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.61838707456114;-58.439388505431474;1651;FLORENTINO LIBROS;PARRAL 93;;1405;C1405AXA;CABALLITO;COMUNA 6;;4901-7767;;;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.61968391735159;-58.37404363708784;1652;FEDRO;CALVO, CARLOS 578;;1102;C1102AAL;SAN TELMO;COMUNA 1;LUNES A SABADOS DE 12:00 A 21:00. DOMINGOS DE 15:00 A 20:00.;4300-7551;LIBROS@FEDROSANTELMO.COM.AR;HTTP://FEDROSANTELMO.WORDPRESS.COM;CENTRO CULTURAL;NONE;GENERAL;PRIVADO;
-34.59385438891807;-58.3844889638006;1653;EL FARO DEL FIN DEL MUNDO;LIBERTAD 1240;DPTO 20;1012;C1012AAZ;RETIRO;COMUNA 1;;4816-2920;CONSULTAS@LIBROSYANTIGUEDADES.COM;WWW.LIBROSYANTIGUEDADES.COM;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.59982583711871;-58.39885951473133;1654;LIBRERIA FAMS;CORDOBA AV. 2208;;1120;C1120AAR;BALVANERA;COMUNA 3;;4952-4219;CONSULTAS@LIBRERIAFAMS.COM.AR;HTTP://LIBRERIAFAMS.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.6198257529584;-58.408761274126476;1655;LIBRERIA LA FACULTAD;INDEPENDENCIA AV. 3065;;1225;C1225AAM;BALVANERA;COMUNA 3;;4957-5816, INTERNO 125;INFO@LIBRERIALAFACULTAD.COM;WWW.LIBRERIALAFACULTAD.COM;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.58661758449607;-58.45334366594212;1656;EL EXTRANJERO LIBROS Y CINE;OLLEROS 4128;;1427;C1427EEN;CHACARITA;COMUNA 15;LUNES A SABADOS DE 11:00 A 20:00.;4554-8999;;HTTP://LIBROSYCINE.COM;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.596420599896085;-58.39194451704417;1657;LIBRERIA DEL INSTITUTO;RODRIGUEZ PE�A 1054;;1020;C1020ADV;RECOLETA;COMUNA 2;;4811-5906;LIBRERIADELINSTITUTO@INFOVIA.COM.AR;WWW.LIBRERIADELINSTITUTO.COM;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.59521741492579;-58.398965344422464;1658;LIBRERIA HUEMUL;SANTA FE AV. 2237;;1123;C1123AAE;RECOLETA;COMUNA 2;;4822-1666;INFO@LIBRERIAHUEMUL.COM.AR;WWW.LIBRERIAHUEMUL.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.60383534759553;-58.38531154785385;1660;LIBRERIA HERNANDEZ. SUCURSAL CORRIENTES II.;CORRIENTES AV. 1311;;1043;C1043ABA;SAN NICOLAS;COMUNA 1;;4373-6106;SUCURSAL@LIBRERIAHERNANDEZ.COM.AR;WWW.LIBRERIAHERNANDEZ.COM;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.60411193960693;-58.38706802303929;1661;LIBRERIA HERNANDEZ. SUCURSAL CORRIENTES.;CORRIENTES AV. 1436;;1042;C1042AAN;SAN NICOLAS;COMUNA 1;;4372-7845;SUCURSAL@LIBRERIAHERNANDEZ.COM.AR;WWW.LIBRERIAHERNANDEZ.COM;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.597956363492266;-58.37838771341068;1662;LIBRERIA HELENA DE BUENOS AIRES;ESMERALDA 882;;1007;C1007ABJ;RETIRO;COMUNA 1;;4311-1491;INFO@HELENADEBUENOSAIRES.COM.AR;WWW.HELENADEBUENOSAIRES.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.616652089202056;-58.38707910728682;1663;LIBRERIA HASTINAPURA;CHILE 1477;;1098;C1098ABC;MONSERRAT;COMUNA 1;;4381-2096 / 4382-8673;LIBROS@HASTINAPURA.ORG.AR;WWW.HASTINAPURA-LIBROS.ORG.AR;LIBRERIA;NONE;GENERAL;ONG;
-34.62113269836912;-58.44214409466231;1664;HAPPY BOOKS;RIVADAVIA AV. 5462;;1424;C1424CEW;CABALLITO;COMUNA 6;;4431-4240;;;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.56042374376558;-58.45823088684171;1665;EL HABLADOR;CABILDO AV. 2280;LOCAL 7;1428;C1428AAR;BELGRANO;COMUNA 13;;4783-4804;INFO@LIBRERIA-ELHABLADOR.COM.AR;WWW.ELHABLADOR.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.59319213500634;-58.41373212328876;1666;LIBRERIA GUIRAUD;DIAZ, CNEL. AV. 1492;;1425;C1425DQN;PALERMO;COMUNA 14;;4822-0419;GUIRAUDLIBROS@HOTMAIL.COM;;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.62964162808421;-58.48393495787429;1667;LIBRERIA GUADALUPITA;AVELLANEDA AV. 3918;;1407;C1407EJT;FLORESTA;COMUNA 10;;4674-2287;;HTTP://LIBRERIAGUADALUPE.COM.AR/CATALOG;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.56109721323972;-58.45276330427164;1668;GOUT ELITE GASTRONOMICA;ECHEVERRIA 2077;PISO 3 DPTO C;1428;C1428DRI;BELGRANO;COMUNA 13;;4781-7940;INFO@GASTRONOMIA-GOUT.COM.AR;WWW.GASTRONOMIA-GOUT.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.60053882037313;-58.39576000744844;1669;EL GLYPTODON;AYACUCHO 734;;1026;C1026AAH;BALVANERA;COMUNA 3;;4374-7973;LIBRERIAELGLYPTODON@GMAIL.COM;WWW.LIBRERIAELGLYPTODON.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.56445353005134;-58.45477174884585;1670;GALERNA LIBROS. SUCURSAL CABILDO.;CABILDO AV. 1852;;1428;C1428AAN;BELGRANO;COMUNA 13;;4788-6201;CABILDO@GALERNA.NET;WWW.GALERNALIBROS.COM;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.59640466743571;-58.387058590319285;1671;GALERNA LIBROS. SUCURSAL URUGUAY.;URUGUAY 1049;;1016;C1016ACA;RETIRO;COMUNA 1;;4813-5513/15-3081-6375;;URUGUAY@GALERNA.NET;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.62034631766803;-58.37420039320237;1672;GALERNA LIBROS. SUCURSAL PERU.;PERU 1064;;1068;C1068AAL;SAN TELMO;COMUNA 1;;4361-8210;SANTELMO@GALERNA.NET;WWW.GALERNALIBROS.COM;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.60117398839636;-58.377022873747556;1673;LIBRERIA FERNANDEZ BLANCO;TUCUMAN 712;;1049;C1049AAP;SAN NICOLAS;COMUNA 1;LUNES A VIERNES DE 10:30 A 19:00.;4322-1010;FERNANDEZBLANCOLIBROS@GMAIL.COM;WWW.FERNANDEZBLANCO1939.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.61030016504143;-58.39628999499443;1674;AQUILANTI LIBROS;RINCON 79;;1081;C1081ABA;BALVANERA;COMUNA 3;LUNES A VIERNES DE 11:00 A 18:30.;4952-4546;AQUILANTI@SPEEDY.COM.AR;WWW.AQUILANTILIBROS.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.6047806880303;-58.386467284446276;1675;ENTELEQUIA COMIC BOOK STORE (SUCURSAL URUGUAY);URUGUAY 341;;1015;C1015ABG;SAN NICOLAS;COMUNA 1;;4371-2007;INFO@ENTELEQUIA.COM.AR;WWW.ENTELEQUIA.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.563066755430796;-58.458365973665295;1676;ENTELEQUIA COMIC BOOK STORE (SUCURSAL JURAMENTO);JURAMENTO AV. 2584;;1428;C1428DNR;BELGRANO;COMUNA 13;;4788-4521;BELGRANO@ENTELEQUIA.COM.AR;WWW.ENTELEQUIA.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.59467922887736;-58.401786091380444;1677;ENTRE LIBROS. SUCURSAL AV. SANTA FE.;SANTA FE AV. 2450;SUBSUELO LOCAL 5;1123;C1123AAT;RECOLETA;COMUNA 2;MARTES A VIERNES DE 9:30 A 12:30 Y DE 16:00 A 19:00. SABADOS DE 9:30 A 13:00.;4824-6035;ENLIBROS@FIBERTEL.COM.AR;WWW.ENTRELIBROS.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.56042374376558;-58.45823088684171;1678;ENTRE LIBROS. SUCURSAL AV. CABILDO.;CABILDO AV. 2280;PISO 1 LOCAL 80;1428;C1428AAR;BELGRANO;COMUNA 13;MARTES A VIERNES DE 9:30 A 12:30 Y DE 16:00 A 19: 00. SABADOS DE 9:30 A 13:00.;4785-9884;ENLIBROS@FIBERTEL.COM.AR;WWW.ENTRELIBROS.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.59340513707726;-58.40483072057134;1679;LIBRERIA EDIPO. SUCURSAL SANTA FE.;SANTA FE AV. 2691;;1425;C1425BGB;RECOLETA;COMUNA 2;;4824-5111;INFO@EDIPOLIBROS.COM.AR;WWW.EDIPOLIBROS.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.603046994391455;-58.38917579468697;1680;EDIPO LIBROS (SUCURSAL LAVALLE);LAVALLE 1582;;1048;C1048AAL;SAN NICOLAS;COMUNA 1;LUNES A VIERNES DE 9:30 A 20:00. SABADOS DE 10:00 A 14:00.;4372-6693;;WWW.LIBRERIAEDIPO.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.604387001044934;-58.39052071830087;1681;EDIPO LIBROS (SUCURSAL AV. CORRIENTES);CORRIENTES AV. 1686;;1042;C1042AAP;SAN NICOLAS;COMUNA 1;LUNES A VIERNES DE 9:30 A 20:00. SABADOS DE 10:00 A 14:00.;4371-6891;;WWW.LIBRERIAEDIPO.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.588553366382854;-58.41066645667653;1682;LIBRERIA SANTA FE. SUCURSAL ALTO PALERMO.;SANTA FE AV. 3253;PISO 2 LOCAL 2012;1425;C1425BGH;PALERMO;COMUNA 14;;5219-3253 / 5777-8078;ALTOPALERMO@LSF.COM.AR;WWW.LSF.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.59423998859252;-58.40337817275448;1683;LIBRERIA SANTA FE. SUCURSAL SANTA FE II.;SANTA FE AV. 2582;;1425;C1425BGN;RECOLETA;COMUNA 2;;5219-2582;SANTAFE2582@LSF.COM.AR;WWW.LSF.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.570789439749554;-58.44295097350082;1684;LIBRERIA SANTA FE. SUCURSAL CABILDO.;CABILDO AV. 605;;1426;C1426AAG;PALERMO;COMUNA 14;;4899-1916;CABILDO@LSF.COM.AR;WWW.LSF.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.600956059416994;-58.49552638572737;1685;LIBRERIA NADIR. SUCURSAL CUENCA.;CUENCA 3131;;1417;C1417ABA;VILLA DEL PARQUE;COMUNA 11;;4504-3471;VILLADELPARQUE@LIBRERIASNADIR.COM.AR;WWW.LIBRERIASNADIR.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.592533148308654;-58.39097773195549;1686;LIBRERIA NADIR. SUCURSAL LAS HERAS.;LAS HERAS, GENERAL 1702;;1018;C1018AAO;RECOLETA;COMUNA 2;;4576-1142;BARRIONORTE@LIBRERIASNADIR.COM.AR;WWW.LIBRERIASNADIR.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
-34.60011010286708;-58.43933900060101;1687;LIBRERIA NADIR. SUCURSAL SCALABRINI ORTIZ.;SCALABRINI ORTIZ, RAUL AV. 274;;1414;C1414DNP;VILLA CRESPO;COMUNA 15;;4856-7473;VILLACRESPO@LIBRERIASNADIR.COM.AR;WWW.LIBRERIASNADIR.COM.AR;LIBRERIA;NONE;GENERAL;PRIVADO;
