X;Y;ID;NOMBRE;TIPO;TIPO_NORMA;SEDE;DIRECCION;OBSERVACIONES_DIRECCION;TELEFONO;E_MAIL;FACEBOOK;WEB;ACTIVIDADE;INSTALACIO;CALLE;ALTURA;CALLE2;DIRECCION_;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-58.5081579753981;-34.5785932504795;68;CLUB PUEYRREDON;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;LARSEN 2843;;4571-0156;;;;ARTES MARCIALES, FUTBOL 5, BILLAR, PATIN.;CANCHAS - SALONES;LARSEN;2843;;LARSEN 2843;VILLA PUEYRREDON;COMUNA 12;1419;C1419FPK
-58.4914847121496;-34.6024786012415;252;CLUB RACING DE VILLA DEL PARQUE;CLUB;CLUB;SEDE CAPITAL - DOMICILIO LEGAL EN AVELLANEDA;NOGOYA 3045;;4501-9100  4504-9111  Y 4502-7396;SEDECAPITAL@RACINGCLUB.COM.AR;;WWW.RACINGCLUB.COM.AR;ATLETISMO, BASQUET, FUTBOL INFANTIL, FUTSAL FEMENINO, FUTSAL MASCULINO, GIMNASIA ARTISTICA, JUDO, PATIN ARTISTICO, SIPALKI DO, TAEKWONDO, VOLEY FEMENINO;;NOGOYA;3045;;NOGOYA 3045;VILLA DEL PARQUE;COMUNA 11;1417;C1417FNE
-58.4099283497777;-34.6562846855013;208;CLUB RIACHUELO JUNIORS;CLUB DE BARRIO;CLUB_DE_BARRIO;;ALBERTO EINSTEIN 1022;;4943-6158;;;;FUTBOL INFANTIL, ESCUELA DE FUTBOL Y VOLEY, KARATE, AEROBOX Y PATIN;1 BUFFET - SALON PARA EVENTOS - 1 CANCHA DE BABY;EINSTEIN, ALBERTO;1022;;EINSTEIN, ALBERTO 1022;NUEVA POMPEYA;COMUNA 4;1437;C1437DXP
-58.5074849132254;-34.6086529682889;249;CLUB SOCIAL CULTURAL, DEPORTIVO Y BIBLIOTECA PEDRO LOZANO;CLUB DE BARRIO;CLUB_DE_BARRIO;;GUALEGUAYCHU 2902;;4566-3598;CLUBPEDROLOZANO@GMAIL.COM;;;BABY FUTBOL, ARTES MARCIALES, DANZAS ARABES, CAPOEIRA, BOXEO, KUNG FU;1 CANCHAS - 2 SALONES;GUALEGUAYCHU;2902;;GUALEGUAYCHU 2902;VILLA DEVOTO;COMUNA 11;1417;C1417AYT
-58.4805261437482;-34.5832523978095;281;CLUB SOCIAL DEPORTIVO EL TREBOL Y BIBLIOTECA INDEPENDENCIA;CLUB DE BARRIO;CLUB_DE_BARRIO;;GANDARA 2840;;4521-5569;ELTREBOL54@UOL.COM.AR;;;FUTBOL DE MENORES, VOLEY FEMENINO, KARATE, GIMNASIA, BOCHAS PARA JUBILADOS, TEATRO. ACTIVIDADES CULTURALES.;;GANDARA;2840;;GANDARA 2840;PARQUE CHAS;COMUNA 15;;
-58.5048796247501;-34.5889975300273;31;CLUB SOCIAL SPORTIVO DEVOTO;CLUB DE BARRIO;CLUB_DE_BARRIO;;GABRIELA MISTRAL 3151;;4571-3552;;;;BOXEO, ARTES MARCIALES, FUTBOL,TEJO;SALONES - CANCHAS DE TEJO;MISTRAL, GABRIELA;3151;;MISTRAL, GABRIELA 3151;VILLA PUEYRREDON;COMUNA 12;1419;C1419GFU
-58.5235125240464;-34.6330122630488;240;CLUB SOCIAL Y CULTURAL EL LUCHADOR;CLUB DE BARRIO;CLUB_DE_BARRIO;;VIENA 6508;;4644-3353;;;;TAEKWONDO, TANGO, SALSA Y MERENGUE, FOLKLORE, DANZA ARABE.;1 CANCHA - 1 SALON;VIENA;6508;;VIENA 6508;VERSALLES;COMUNA 10;1408;C1408AND
-58.509814792395;-34.6480284916039;227;CLUB SOCIAL Y CULTURAL GENERAL SAN MARTIN;CLUB DE BARRIO;CLUB_DE_BARRIO;;OLIDEN  956;;4644-4367;;;;BABY FUTBOL, ARTES MARCIALES, GIMNASIA ARTISTICA, GIMNASIA FEMENINA. ACTIVIDADES CULTURALES.;1 CANCHA - 2 SALONES;OLIDEN;956;;OLIDEN 956;LINIERS;COMUNA 9;1408;C1408HCT
-58.4619059086961;-34.5977209676295;282;CLUB SOCIAL Y DEPORTIVO AÑASCO;CLUB DE BARRIO;CLUB_DE_BARRIO;;GRAL. M.A.RODRIGUEZ 2650;;4583-4886;CLUBANASCO@FIBERTEL.COM.AR;;;BABY FUTBOL, PATIN, TAEKWONDO, DANZAS CLASICAS. ACTIVIDADES CULTURALES.;1 CANCHA - 2 SALONES;RODRIGUEZ, MANUEL A., GENERAL;2650;;RODRIGUEZ, MANUEL A., GENERAL 2650;PATERNAL;COMUNA 15;1416;C1416CNF
-58.4607490303544;-34.5811238831251;283;CLUB SOCIAL Y DEPORTIVO DEFENSORES DE CHACARITA;CLUB DE BARRIO;CLUB_DE_BARRIO;;ELCANO  3831;;4554-2990;DEFENSORESDECHACARITA@LIVE.COM.AR;;;BABY, VOLEY, ARTES MARCIALES, DANZA. ACTIVIDADES CULTURALES.;2 CANCHAS - 1 SALON;ELCANO AV.;3831;;ELCANO AV. 3831;VILLA ORTUZAR;COMUNA 15;1427;C1427CHC
-58.4343354665083;-34.584822828763;274;CLUB SOCIAL Y DEPORTIVO ESTRELLA DE MALDONADO;CLUB DE BARRIO;CLUB_DE_BARRIO;;JUAN B. JUSTO 1439;;4771-9334;INFO@ESTRELLA-MALDONADO.COM.AR;;WWW.ESTRELLA-MALDONADO.COM.AR;BABY, FUTSAL, PATIN, VOLEY, TAEKWONDO, KARATE, TENIS DE MESA, ACROBACIA, ESGRIMA;3 CANCHAS - 2 SALONES - 2 NATATORIO (CUBIERTOS EN INVIERNO);JUSTO, JUAN B. AV.;1439;;JUSTO, JUAN B. AV. 1439;PALERMO;COMUNA 14;1414;C1414CWD
-58.4675051492648;-34.5918206908871;284;CLUB SOCIAL Y DEPORTIVO FLOREAL DE LA PATERNAL;CLUB DE BARRIO;CLUB_DE_BARRIO;;ELCANO  4843;;4553-0648;;;;AJEDREZ, VOLEY, PATIN, BABY;2 SALONES;ELCANO;4843;;ELCANO 4843;PATERNAL;COMUNA 15;1427;C1427CIG
-58.4776368604877;-34.6411047446681;228;CLUB SOCIAL Y DEPORTIVO FLORESTA JUNIORS;CLUB DE BARRIO;CLUB_DE_BARRIO;;LAGUNA 734;;4671-9701;FLORESTAJUNIORS@GMAIL.COM;;;ARTES MARCIALES, YOGA, AJEDREZ, BABY, PATIN, DANZA;2 SALONES - BIBLIOTECA;LAGUNA;734;;LAGUNA 734;PARQUE AVELLANEDA;COMUNA 9;1407;C1407JVJ
-58.4589346977304;-34.6448823998339;218;CLUB SOCIAL Y DEPORTIVO GENERAL PUEYRREDON;CLUB DE BARRIO;CLUB_DE_BARRIO;;ZUVIRIA 2921;;S/T;;;;BABY, PESAS, YOGA, BASQUET;1 CANCHA - 1 SALON;ZUVIRIA;2921;;ZUVIRIA 2921;FLORES;COMUNA 7;1406;C1406HSY
-58.5127550774403;-34.61720423379;238;CLUB SOCIAL Y DEPORTIVO JUVENTUD DE DEVOTO;CLUB DE BARRIO;CLUB_DE_BARRIO;;BERMUDEZ 2366;;4566-5212;CLUBJUVENTUD@UBBI.COM;;;BABY, PATIN, GIMNASIA DEPORTIVA, ARTES MARCIALES, SALSA, AJEDREZ;BIBLIOTECA, 2 CANCHAS, 2 SALONES;BERMUDEZ;2366;;BERMUDEZ 2366;MONTE CASTRO;COMUNA 10;1417;C1417BWJ
-58.4969046528969;-34.6410990452267;243;CLUB SOCIAL Y DEPORTIVO LEOPARDI;CLUB DE BARRIO;CLUB_DE_BARRIO;;CAJARAVILLA 4980;;4635-2629;;;;BABY FUTBOL, BOXEO,;1 CANCHA - 2 SALONES;CAJARAVILLA;4980;;CAJARAVILLA 4980;VILLA LURO;COMUNA 10;1407;C1407GWR
-58.5019055887167;-34.6679598699601;15;CLUB SOCIAL Y DEPORTIVO LIBERAL DE NUEVA CHICAGO;CLUB DE BARRIO;CLUB_DE_BARRIO;;CARHUE 2855/77;;4686-6151;;;;BABY, PATIN, ARTES MARCIALES, GIMNASIA, GIMNASIA DEPORTIVA, PELOTA PALETA, YOGA. ACTIVIDADES CULTURALES.;2 CANCHAS (1 DE PELOTA-PALETA) - 1 SALON;CARHUE;2855;;CARHUE 2855;MATADEROS;COMUNA 9;1440;C1440ERC
-58.4744631493112;-34.6630095404725;219;CLUB SOCIAL Y DEPORTIVO NUEVA ESTRELLA;CLUB DE BARRIO;CLUB_DE_BARRIO;;SANTANDER 4601;;4602-6731;CLUBNUEVAESTRELLA@YAHOO.COM.AR  -  NUEVAESTRELLA@YAHOO.COM.AR;;;BABY, FUTSAL;2 CANCHAS - 1 SALON;SANTANDER;4601;;SANTANDER 4601;VILLA LUGANO;COMUNA 8;1439;C1439ASC
-58.4994831003119;-34.6570642030031;229;CLUB SOCIAL Y DEPORTIVO SOL DE MAYO;CLUB DE BARRIO;CLUB_DE_BARRIO;;OLIDEN 1947;;4687-1584;;;;BABY FUTBOL, ARTES MARCIALES;1 CANCHA - 3 SALONES;OLIDEN;1947;;OLIDEN 1947;MATADEROS;COMUNA 9;1440;C1440CQM
-58.4878667706637;-34.6547940269853;230;CLUB SOCIAL Y DEPORTIVO SOL DEL PLATA ANEXO BIBLIOTECA BARTOLOME MITRE;CLUB DE BARRIO;CLUB_DE_BARRIO;;ARAUJO 1879;;;;;;BABY;1 CANCHA - 1SALON;ARAUJO;1879;;ARAUJO 1879;MATADEROS;COMUNA 9;1440;C1440DMA
-58.4515834854539;-34.6187564836088;214;CLUB SOCIAL Y DEPORTIVO UNION MARCHIGIANA;CLUB DE BARRIO;CLUB_DE_BARRIO;;NICASIO OROÑO 457;;4431-4800;;;;TENIS DE MESA, TAEKWONDO, KARATE, AIKIDO, BABY, PATIN ARTISTICO, GIMNASIA DEPORTIVA;1CANCHA - 1 SALON;OROÑO, NICASIO;457;;OROÑO, NICASIO 457;CABALLITO;COMUNA 6;1405;C1405AQA
-58.3585565035084;-34.6326036770594;164;CLUB SOCIAL, CULTURAL Y DEPORTIVO BOHEMIOS;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;NECOCHEA 948;;4307-0114;;;;BABY FUTBOL, YOGA, TANGO, SALSA Y MERENGUE. ACTIVIDADES CULTURALES.;1 CANCHA - 2 SALONES;NECOCHEA;948;;NECOCHEA 948;BOCA;COMUNA 4;1158;C1158ACN
-58.5074149173304;-34.6472954812898;90;CLUB SOCIAL, CULTURAL Y DEPORTIVO LARRAZABAL;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;LARRAZABAL 829;;4642-7089;LARRAZABALCLUBSOCIAL@GMAIL.COM;;;ARTES MARCIALES, YOGA. ACTIVIDADES CULTURALES.;SALONES;LARRAZABAL AV.;829;;LARRAZABAL AV. 829;LINIERS;COMUNA 9;1440;C1440CUA
-58.3765329292339;-34.6490273188365;203;CLUB SPORTIVO BARRACAS BOLIVAR;CLUB DE BARRIO;CLUB_DE_BARRIO;;IRIARTE 2056;;4302-8536 / 8576;PRENSA@SPORTIVOBARRACAS.COM.AR;FACEBOOK.COM/SBARRACAS;WWW.SPORTIVOBARRACAS.COM.AR;FUTSAL, PATIN, GIMNASIA DEPORTIVA, TAEKWONDO, DANZAS ARABES, NATACION;2 CANCHAS - 3 SALONES - NATATORIO;IRIARTE, GRAL.;2056;;IRIARTE, GRAL. 2056;BARRACAS;COMUNA 4;1291;C1291ABP
-58.3854872150681;-34.6478960599444;204;CLUB SPORTIVO PEREYRA;CLUB DE BARRIO;CLUB_DE_BARRIO;;ALVARADO 2785;;4301-9133;;;;BABY, GIMNASIA DEPORTIVA;1 CANCHA - 2 SALONES;ALVARADO;2785;;ALVARADO 2785;BARRACAS;COMUNA 4;1290;C1290AAQ
-58.4165725269514;-34.6504769184127;9;CLUB UNIDOS DE POMPEYA;CLUB DE BARRIO;CLUB_DE_BARRIO;;SAENZ 871;;;;;;;SALON - NATATORIO;SAENZ AV.;871;;SAENZ AV. 871;NUEVA POMPEYA;COMUNA 4;1437;C1437DOA
-58.4180245067341;-34.5659762177099;271;CLUB UNIVERSITARIO BUENOS AIRES;CLUB;CLUB;SEDE PALERMO;AV. FIGUEROA ALCORTA Y BELISARIO ROLDAN.;;4774-5476 O 4776-2992;;;WWW.CUBA.ORG.AR;NATACION, GIMNASIA, PELOTA A PALETA, TAEKWONDO,  TENIS, SQUASH, PADDLE, SALA DE NAUTILUS (GIMNASIO DE PESAS Y APARATOS), ESGRIMA (NO SE ESTAN DANDO CLASES),;NATATORIO, 3 CANCHAS DE TENIS, CANCHA CERRADA DE PELOTA, 2 CANCHAS ABIERTAS DE PELOTA, GIMNASIO, VESTUARIOS PARA SOCIOS Y DAMAS, BAR, RESTAURANTE Y OFICINA MEDICA.;FIGUEROA ALCORTA, PRES. AV.;;ROLDAN, BELISARIO AV.;FIGUEROA ALCORTA, PRES. AV. Y ROLDAN, BELISARIO AV.;PALERMO;COMUNA 14;;
-58.3889560568263;-34.6008669689626;270;CLUB UNIVERSITARIO BUENOS AIRES;CLUB;CLUB;SEDE CENTRAL;VIAMONTE 1560;;4375-4360, LINEAS ROTATIVAS;;;WWW.CUBA.ORG.AR;FUTBOL, SQUASH, BOX, YUDO, TAEKWONDO, PELOTA PALETA, NATACION, GIMNASIA, COMPLEMENTO DE PESAS , ESGRIMA, BASQUET Y YOGA, CONFERENCIAS, CONCIERTOS.;NATATORIO - BIBLIOTECA - SALON COMEDOR;VIAMONTE;1560;;VIAMONTE 1560;SAN NICOLAS;COMUNA 1;1055;C1055ABD
-58.451844465805;-34.5400008328126;289;CLUB UNIVERSITARIO BUENOS AIRES;CLUB;CLUB;SEDE NUÑEZ;AV. CANTILO 3215;;4703-4610 O 4703-4611;;;WWW.CUBA.ORG.AR;TENIS, GIMNASIA, NAUTICA, FUTBOL, FUTBOL 11 JUVENIL, CURSO DE TIMONEL.;AMARRADEROS.;CANTILO 3215;AV.;;;;;;
-58.5074390225635;-34.623428147558;6;CLUB VECINAL Y DEPORTIVO DEFENSORES DE CERVANTES;CLUB DE BARRIO;CLUB_DE_BARRIO;;CERVANTES  1734;;4648-4277;;;;BABY FUTBOL, FUTSAL, PATIN, ARTES MARCIALES,YOGA. ACTIVIDADES. CULTURALES.;1 CANCHA - 2 SALONES;CERVANTES;1734;;CERVANTES 1734;MONTE CASTRO;COMUNA 10;1407;C1407BHF
-58.4889278603086;-34.5579599158221;259;CLUB VIENTO NORTE;CLUB DE BARRIO;CLUB_DE_BARRIO;;MARIANO ACHA 3743;;4541-5187;;;;ARTES MARCIALES, DANZA. ACTIVIDADES CULTURALES.;;ACHA, MARIANO, GRAL.;3743;;ACHA, MARIANO, GRAL. 3743;SAAVEDRA;COMUNA 12;1430;C1430DVW
-58.4926922827446;-34.6670470218594;297;CLUB VIRGEN DEL CARMEN;CLUB DE BARRIO;CLUB_DE_BARRIO;CENTRAL;AV. EVA PERON 6378;;4601-0423;;;;HOCKEY, FUTBOL, FUTBOL FEMENINO, CHAIU DO KWAN, BOXEO MAITAI;;AV. EVA PERON;6378;;PERON, EVA AV. 6378;VILLA LUGANO;COMUNA 8;1439;C1439BTO
-58.4484186902561;-34.5738105552418;141;COLEGIALES;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;TEODORO GARCIA 2856;O TEODORO GARCIA 2860;4551-5193;;CLUB DYSCOLEGIALES;WWW.CLUBDYSCOLEGIALES.COM.AR  Y  TWITTER: @CCOLEGIALES;BASQUET, ARTES MARCIALES (TAEKWONDO, KARATE, AIKIDO), CAPOEIRA, DANZA, AJEDREZ, NATACION, YOGA. ACTIVIDADES CULTURALES.;GIMNASIO, CANCHAS, SALONES,RESTO DE BASKET;GARCIA, TEODORO;2856;;GARCIA, TEODORO 2856;COLEGIALES;COMUNA 13;1426;C1426DNB
-58.4286717453443;-34.6553940756379;207;CRESPO JUNIORS;CLUB DE BARRIO;CLUB_DE_BARRIO;;TABARE 1931;;4919-5985;;;;BABY FUTBOL;2 CANCHAS DE 100X70, QUE LAS ALQUILAN - 2 CANCHAS DE BABY PARA CAMPEONATOS DE BABY Y FEFI - 1 SALON - 1 QUINCHO Y 1 BUFFET;TABARE;1931;;TABARE 1931;NUEVA POMPEYA;COMUNA 4;1437;C1437FHS
-58.4488355684246;-34.647306399078;42;DAOM;CLUB;CLUB;UNICA;VARELA 1802;;4633-2583;;CLUB DAOM;WWW.DAOM.COM.AR;TENIS, VOLEY, RUGBY, HOCKEY S/CESPED, PATIN ARTISTICO, BEISBOL, NATACION FEMENINO Y MASCULINO. COLONIA DE VACACIONES.;GIMNASIOS - SALONES - NATATORIOS - CANCHAS - QUINCHOS;VARELA AV.;1802;;VARELA AV. 1802;FLORES;COMUNA 7;1406;C1406ELL
-58.3639766939826;-34.6253144697444;180;DARLING;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;BRASIL 50;;4362-3818;INFO@DARLINGTENNISCLUB.COM.AR;DARLING TENNIS CLUB;WWW.DARLINGTENNISCLUB.COM.AR;TENIS - NATACION - GIMNASIO;13 CANCHAS DE TENIS - NATATORIO;BRASIL AV.;50;;BRASIL AV. 50;BOCA;COMUNA 4;1063;C1063AAB
-58.4574700162725;-34.6393462888169;147;DEPORTIVO BUENOS AIRES;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;PEDERNERA 939;;4619-1829  4637-1839;;;;BABY, FUTSAL, PATIN, TAEKWONDO, GIMNASIA DEPORTIVA, TAI CHI CHUAN, PATIN ARTISTICO, FUTBOL COMPETITIVO INFANTIL, DANZA. ACTIVIDADES CULTURALES.;2 CANCHAS - 3 SALONES - BIBLIOTECA;PEDERNERA;939;;PEDERNERA 939;FLORES;COMUNA 7;1406;C1406EES
-58.4910215585017;-34.5897403371899;52;DEPORTIVO MORAN;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;PEDRO MORAN 2446/52;O PEDRO MORAN 2452;4571-4031;;CLUB MORAN;WWW.CLUBMORAN.COM.AR;BABY FUTBOL, PAPI FUTBOL, PATIN, TANGO, AJEDREZ.;SALON - CANCHA;MORAN, PEDRO;2446;;MORAN, PEDRO 2446;AGRONOMIA;COMUNA 15;1419;C1419HJH
-58.4925849991971;-34.6062827151373;167;DEPORTIVO PARQUE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;MARCOS SASTRE 3268;;4501-8730;CLUBSOCIALPARQUE@HOTMAIL.COM;;;ARTES MARCIALES, FUTBOL 5;INSTALACIONES EN REMODELACION.;SASTRE, MARCOS;3268;;SASTRE, MARCOS 3268;VILLA DEL PARQUE;COMUNA 11;1417;C1417FYN
-58.4194253287922;-34.6109183541889;112;DEPROP;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;RIVADAVIA 3777;;4981-9867 / 4982-3385;;ESCUELA DE PELOTA PALETA DEPROP;;PELOTA PALETA COMPETITIVA Y RECREATIVA (NIÑOS, JOVENES Y MUJERES), TAEKWONDO (AMBOS SEXOS, TODAS LAS EDADES), GIMNASIO CON APARATOS Y GIMNASIA PARA DAMAS.;CANCHA - GIMNASIO - SALONES;RIVADAVIA AV.;3777;;RIVADAVIA AV. 3777;ALMAGRO;COMUNA 5;1204;C1204AAC
-58.5214272824708;-34.6100881382215;250;DEVOTO OESTE ASOCIACION DE FOMENTO Y BIBLIOTECA POPULAR;CLUB DE BARRIO;CLUB_DE_BARRIO;;BERMUDEZ  3351;;4568-4837;;;;GIMNASIA, GIMNASIA ARTISTICA, ARTES MARCIALES, YOGA, FOLKLORE, TANGO;3 SALONES;BERMUDEZ;3351;;BERMUDEZ 3351;VILLA DEVOTO;COMUNA 11;1419;C1419CAC
-58.510322471747;-34.6129808016421;26;DEVOTO SOCIAL ALLENDE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;MELINCUE 4656;;4566-8557;;;;BABY FUTBOL, PELOTA PALETA, GIMNASIA, GIMNASIA DEPORTIVA, TAEKWONDO, PILATES, SPINING;CANCHAS - SALON - BIBLIOTECA - NATATORIO;MELINCUE;4656;;MELINCUE 4656;VILLA DEVOTO;COMUNA 11;1417;C1417FIJ
-58.4300112489759;-34.6599238523044;185;DOMINGO FAUSTINO SARMIENTO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;AV. INTENDENTE FRANCISCO RABANAL 2375;;4919-3104;;;;BABY FUTBOL - FUTSAL - PATIN - GIMNASIA RITMICA - JUDO - TAEBO - DANZAS ARABES - BOCHAS (WEB) - BILLAR - JUEGOS DE SALON - AURICULOTERAPIA - FIESTAS DANZANTES;2 CANCHAS - 1 SALON - BIBLIOTECA;RABANAL, FRANCISCO, INTENDENTE AV.;2375;;RABANAL, FRANCISCO, INTENDENTE AV. 2375;VILLA SOLDATI;COMUNA 8;1437;C1437FPK
-58.4988323888633;-34.6103631840492;53;EL ALBA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;J. V. GONZALEZ 2469/75;O J. V. GONZALEZ 2475;4568-8864;CLUBALBA@YAHOO.COM.AR;;;GIMNASIA, ARTES MARCIALES (TAEKWONDO Y KUNG FU), DANZA, PATIN ARTISTICO, FUTBOL, ESCUELA DE VOLEY, PROXIMAMENTE ESCUELA DE BOXEO.;;GONZALEZ, JOAQUIN V.;2469;;GONZALEZ, JOAQUIN V. 2469;VILLA DEL PARQUE;COMUNA 11;1417;C1417AQG
-58.4773855942019;-34.6883062350822;151;EL IDEAL;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;MONTIEL 5142;;4601-1682;ELIDEALMAIL@GMAIL.COM - CLUBELIDEAL@HOTMAIL.COM;;;ESCUELA DE FUTBOL, FUTSAL, PATIN ARTISTICO, GIMNASIA RITMICA, CAPOEIRA, TAEKWONDO, KICK BOXING, JIU JIT SU, BOXEO, MUAY THAI, DANZAS ARABES, AEROBIC, TANGO Y SALSA. ACTIVIDADES CULTURALES.;1 CANCHA - 3 SALONES;MONTIEL;5142;;MONTIEL 5142;VILLA RIACHUELO;COMUNA 8;1439;C1439HFJ
-58.4774333053061;-34.5614864893385;181;EL TABANO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;ROMULO NAON 3029;;4544-6193;;"CLUB SOCIAL Y DEPORTIVO EL TABANO""""";WWW.CLUBELTABANO.COM.AR;GIMNASIA, AJEDREZ, ACROBACIA, DANZA, GIMNASIA ARTISTICA Y RITMICA, SALSA, TANGO, RITMOS LATINOS, ARABE, HIP HOP, REGGEATON.;;NAON, ROMULO;3029;;NAON, ROMULO 3029;COGHLAN;COMUNA 12;1430;C1430EQG
-58.4979847578597;-34.5919054830239;120;EL TALAR;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;NUEVA YORK 2944/60;O NUEVA YORK 2960;4574-1918;CLUBELTALAR@GMAIL.COM  -  CLUBELTALAR@YAHOO.COM.AR;;;BASQUET MASCULINO Y FEMENINO (RECREATIVO Y FEDERADO DESDE INFANTILES HASTA VETERANOS), FUTBOL MASCULINO (RECREATIVO Y FEDERADO DESDE INFANTILES HASTA VETERANOS), PATIN ARTISTICO FEMENINO, TAEKWONDO (TODAS LAS EDADES), FITNESS, PILATES Y GIMNASIO DE MUSCU;CANCHAS - SALON;NUEVA YORK;2944;;NUEVA YORK 2944;AGRONOMIA;COMUNA 15;1419;C1419HCR
-58.4415366000091;-34.6639332387803;193;ELEVACION;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;CORRALES 3236;;;;;;AJEDREZ JOVENES Y ADULTOS, BILLAR JOVENES Y ADULTOS,  JUEGOS DE SALON NIÑOS JOVENES Y ADULTOS,  GIMNASIA NIÑOS Y JOVENES, ADULTOS Y ADULTOS MAYORES. YOGA JOVENES, ADULTOS Y ADULTOS MAYORES . TANGO. ACTIVIDADES CULTURALES.;SALONES - ESCENARIO;CORRALES;3236;;CORRALES 3236;VILLA SOLDATI;COMUNA 8;1437;C1437GNH
-58.4404317853591;-34.6445554524104;300;ENTRENAR POR LA VIDA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;CAMILO TORRES 2081;;4633-6439;;GIMNASIO JESUS ROMERO E HIJOS;WWW.GIMNASIOJESUSROMERO.COM.AR;BOXEO, FUTBOL INFANTIL Y MAYORES, AEROBICA, EDUCACION FISICA.;;CAMILO TORRES;2081;;TORRES Y TENORIO, PRES. 2081;FLORES;COMUNA 7;1406;C1406DFA
-58.4318390569322;-34.5874947821095;130;EROS;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;URIARTE 1609;;4832-1313;;;;BABY, ARTES MARCIALES, VOLEY;1 CANCHA - 2 SALONES;URIARTE;1609;;URIARTE 1609;PALERMO;COMUNA 14;1414;C1414DAQ
-58.4229746278051;-34.628763341448;95;ESTRELLA DE BOEDO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;CONSTITUCION 4151;;4921-9310;ESTRELLADEBOEDO@YAHOO.COM.AR;CLUB ESTRELLA DE BOEDO;WWW.ESTRELLADEBOEDO.COM;BABY, FUTSAL, BASQUET, VOLEY, GIMNASIA, GIMNASIA DEPORTIVA, HANDBOL, PATIN, FUTSAL PARA CHICOS CON CAPACIDADES ESPECIALES. ACTIVIDADES CULTURALES.;BIBLIOTECA - CANCHAS - SALON - NATATORIO;CONSTITUCION;4151;;CONSTITUCION 4151;BOEDO;COMUNA 5;1254;C1254ABU
-58.4881972205788;-34.5543219657401;46;ESTUDIANTES DEL NORTE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;HOLMBERG 4070/78;;4546-0344;ESTUDIANTESDN@GMAIL.COM;CLUB ESTUDIANTES DEL NORTE;WWW.ESTUDIANTESDELNORTE.COM.AR;FUTBOL (ESCUELITA Y COMPETICION), TAEKWONDO, PATIN ARTISTICO, YOGA, BOXEO (ACTIVIDAD GRATUITA) Y VOLEY RECREATIVO (ACTIVIDAD GRATUITA). ACTIVIDADES CULTURALES.;CANCHA FUTBOL 5 - SALON;HOLMBERG;4070;;HOLMBERG 4070;SAAVEDRA;COMUNA 12;1430;C1430DQD
-58.4437634097164;-34.5588893222616;62;EXCURSIONISTAS;CLUB;CLUB;UNICA;LA PAMPA 1376;;4788-8007 SANDRA ADMINISTRATIVA;;CLUB-ATLETICO-EXCURSIONISTAS;WWW.EXCURSIONISTAS.ORG.AR;PATIN ARTISTICO, FUTBOL FEMENINO, BABY FUTBOL, BOXEO,FUTSAL FEDERADO AFA, TENIS.;NATATORIOS;LA PAMPA;1376;;LA PAMPA 1376;BELGRANO;COMUNA 13;1428;C1428DZB
-58.5097563272643;-34.6649221713586;183;EXPRESO DE BARILOCHE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;JOSE LEON SUAREZ 2472/76;O JOSE LEON SUAREZ 2476;;;;;;CANCHA DE FUTBOL - CANCHA DE BOCHAS - PISTA PARA AUTOMODELISMO - BUFFET;SUAREZ, JOSE LEON;2472;;SUAREZ, JOSE LEON 2472;MATADEROS;COMUNA 9;1440;C1440EYT
